TestID;Bars;FinishingType;Machine1;SelectedRule;Filmnumber;Description;Shape;LongFace;ShortFace;DifficultArtwork;Transparant
MF214114-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214114;Pakpot - 118mm / 230ml - 4 sides - QP&T;Vijfzijdig;147,2;147,2;0;1
MF214116-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;6;MF214116;Tub Lucina - Bongrain 13-11-2013;Vijfzijdig margarine;153,4;119,16;1;0
MF214116-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;6;MF214116;Tub Lucina - Bongrain 13-11-2013;Vijfzijdig margarine;153,4;119,16;1;1
MF214116-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;6;MF214116;Tub Lucina - Bongrain 13-11-2013;Vijfzijdig margarine;153,4;119,16;0;0
MF214116-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;6;MF214116;Tub Lucina - Bongrain 13-11-2013;Vijfzijdig margarine;153,4;119,16;0;1
MF214134-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214134;KAVLI - LID 150-200-400g;Deksel diverse;112,43;82,49;1;0
MF214134-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214134;KAVLI - LID 150-200-400g;Deksel diverse;112,43;82,49;1;1
MF214134-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214134;KAVLI - LID 150-200-400g;Deksel diverse;112,43;82,49;0;0
MF214134-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214134;KAVLI - LID 150-200-400g;Deksel diverse;112,43;82,49;0;1
MF214145-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214145;P118 Envase Ø 122 - 800ml;Banderole ronde pot;356,7;83,5;1;0
MF214145-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214145;P118 Envase Ø 122 - 800ml;Banderole ronde pot;356,7;83,5;1;1
MF214145-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214145;P118 Envase Ø 122 - 800ml;Banderole ronde pot;356,7;83,5;0;0
MF214145-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214145;P118 Envase Ø 122 - 800ml;Banderole ronde pot;356,7;83,5;0;1
MF214189-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214189;1KG Base 1 mm overlap;Banderole ronde pot;363,12;110,14;1;0
MF214189-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214189;1KG Base 1 mm overlap;Banderole ronde pot;363,12;110,14;1;1
MF214189-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214189;1KG Base 1 mm overlap;Banderole ronde pot;363,12;110,14;0;0
MF214189-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214189;1KG Base 1 mm overlap;Banderole ronde pot;363,12;110,14;0;1
MF214191-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214191;TAMPA QUADRADA;Deksel rechthoekig;91,14;91,14;1;0
MF214191-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214191;TAMPA QUADRADA;Deksel rechthoekig;91,14;91,14;1;1
MF214191-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214191;TAMPA QUADRADA;Deksel rechthoekig;91,14;91,14;0;0
MF214191-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214191;TAMPA QUADRADA;Deksel rechthoekig;91,14;91,14;0;1
MF214216-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214216;MAGNUM Pintlid;Deksel rond;88,28;88,28;1;0
MF214216-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214216;MAGNUM Pintlid;Deksel rond;88,28;88,28;1;1
MF214216-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214216;MAGNUM Pintlid;Deksel rond;88,28;88,28;0;0
MF214216-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214216;MAGNUM Pintlid;Deksel rond;88,28;88,28;0;1
MF214224-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF214224;5712 SuperLock - LIT 55µ;Banderole ronde pot;265,4;71,5;1;0
MF214224-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF214224;5712 SuperLock - LIT 55µ;Banderole ronde pot;265,4;71,5;1;1
MF214224-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF214224;5712 SuperLock - LIT 55µ;Banderole ronde pot;265,4;71,5;0;0
MF214224-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF214224;5712 SuperLock - LIT 55µ;Banderole ronde pot;265,4;71,5;0;1
MF214232-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214232;2kg yogurt Lid;Deksel rond;147,3;147,3;1;0
MF214232-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214232;2kg yogurt Lid;Deksel rond;147,3;147,3;1;1
MF214232-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214232;2kg yogurt Lid;Deksel rond;147,3;147,3;0;0
MF214232-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214232;2kg yogurt Lid;Deksel rond;147,3;147,3;0;1
MF214235-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214235;1L Labneh lid;Deksel rond;112;112;1;0
MF214235-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214235;1L Labneh lid;Deksel rond;112;112;1;1
MF214235-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214235;1L Labneh lid;Deksel rond;112;112;0;0
MF214235-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214235;1L Labneh lid;Deksel rond;112;112;0;1
MF214294-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;29;MF214294;POT 0.5L MODIFIEE 22-11-2013-NR 5439-2;Banderole ronde pot;274,89;119,7;1;0
MF214294-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF214294;POT 0.5L MODIFIEE 22-11-2013-NR 5439-2;Banderole ronde pot;274,89;119,7;1;1
MF214294-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;31;MF214294;POT 0.5L MODIFIEE 22-11-2013-NR 5439-2;Banderole ronde pot;274,89;119,7;0;0
MF214294-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF214294;POT 0.5L MODIFIEE 22-11-2013-NR 5439-2;Banderole ronde pot;274,89;119,7;0;1
MF214303-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214303;Ijsboerke DKS 200ml;Deksel rechthoekig;99,6;67,3;1;0
MF214303-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214303;Ijsboerke DKS 200ml;Deksel rechthoekig;99,6;67,3;1;1
MF214303-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214303;Ijsboerke DKS 200ml;Deksel rechthoekig;99,6;67,3;0;0
MF214303-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214303;Ijsboerke DKS 200ml;Deksel rechthoekig;99,6;67,3;0;1
MF214317-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214317;9 Oz - Lid with 2 rims;Deksel diverse;96,59;96,2;1;0
MF214317-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214317;9 Oz - Lid with 2 rims;Deksel diverse;96,59;96,2;1;1
MF214317-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214317;9 Oz - Lid with 2 rims;Deksel diverse;96,59;96,2;0;0
MF214317-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214317;9 Oz - Lid with 2 rims;Deksel diverse;96,59;96,2;0;1
MF214319-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_SEMI;20;MF214319;9 Oz - 5-Sided;Vijfzijdig margarine;196,35;161,17;1;0
MF214319-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_SEMI;20;MF214319;9 Oz - 5-Sided;Vijfzijdig margarine;196,35;161,17;1;1
MF214319-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_SEMI;20;MF214319;9 Oz - 5-Sided;Vijfzijdig margarine;196,35;161,17;0;0
MF214319-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_SEMI;20;MF214319;9 Oz - 5-Sided;Vijfzijdig margarine;196,35;161,17;0;1
MF214332-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214332;Lid 4";Deksel rond;101,6;101,6;1;0
MF214332-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214332;Lid 4";Deksel rond;101,6;101,6;1;1
MF214332-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214332;Lid 4";Deksel rond;101,6;101,6;0;0
MF214332-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214332;Lid 4";Deksel rond;101,6;101,6;0;1
MF214349-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214349;Fontana 225 ml - FOND;Deksel ovaal;95,96;64,19;1;0
MF214349-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214349;Fontana 225 ml - FOND;Deksel ovaal;95,96;64,19;1;1
MF214349-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214349;Fontana 225 ml - FOND;Deksel ovaal;95,96;64,19;0;0
MF214349-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214349;Fontana 225 ml - FOND;Deksel ovaal;95,96;64,19;0;1
MF214367-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF214367;449 Rainbow Schale 150g LO;Driezijdig;129,99;116,54;1;0
MF214367-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF214367;449 Rainbow Schale 150g LO;Driezijdig;129,99;116,54;1;1
MF214367-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF214367;449 Rainbow Schale 150g LO;Driezijdig;129,99;116,54;0;0
MF214367-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_VISION2;4;MF214367;449 Rainbow Schale 150g LO;Driezijdig;129,99;116,54;0;1
MF214369-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214369;446 Rainbow Deckel ROK;Deksel diverse;136,12;51,68;1;0
MF214369-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214369;446 Rainbow Deckel ROK;Deksel diverse;136,12;51,68;1;1
MF214369-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214369;446 Rainbow Deckel ROK;Deksel diverse;136,12;51,68;0;0
MF214369-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214369;446 Rainbow Deckel ROK;Deksel diverse;136,12;51,68;0;1
MF214370-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF214370;Deckel Grossrundoval - Homann Rainbow;Deksel diverse;166,37;73,39;1;0
MF214370-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF214370;Deckel Grossrundoval - Homann Rainbow;Deksel diverse;166,37;73,39;1;1
MF214370-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF214370;Deckel Grossrundoval - Homann Rainbow;Deksel diverse;166,37;73,39;0;0
MF214370-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF214370;Deckel Grossrundoval - Homann Rainbow;Deksel diverse;166,37;73,39;0;1
MF214372-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;23;MF214372;Deckel Wanne;Deksel diverse;192,54;62,74;1;0
MF214372-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;21;MF214372;Deckel Wanne;Deksel diverse;192,54;62,74;1;1
MF214372-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;25;MF214372;Deckel Wanne;Deksel diverse;192,54;62,74;0;0
MF214372-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;21;MF214372;Deckel Wanne;Deksel diverse;192,54;62,74;0;1
MF214373-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF214373;451 Rainbow Deckel 150-200g LO;Deksel diverse;167,87;63,85;1;0
MF214373-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF214373;451 Rainbow Deckel 150-200g LO;Deksel diverse;167,87;63,85;1;1
MF214373-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF214373;451 Rainbow Deckel 150-200g LO;Deksel diverse;167,87;63,85;0;0
MF214373-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF214373;451 Rainbow Deckel 150-200g LO;Deksel diverse;167,87;63,85;0;1
MF214384-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;29;MF214384;POT 0.5L-VERSION 3 09/12/2013;Banderole ronde pot;274,41;119,7;1;0
MF214384-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF214384;POT 0.5L-VERSION 3 09/12/2013;Banderole ronde pot;274,41;119,7;1;1
MF214384-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;31;MF214384;POT 0.5L-VERSION 3 09/12/2013;Banderole ronde pot;274,41;119,7;0;0
MF214384-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;27;MF214384;POT 0.5L-VERSION 3 09/12/2013;Banderole ronde pot;274,41;119,7;0;1
MF214414-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF214414;027-B - +0.5 mm pour le chevauchement;Banderole ronde pot;268,86;70,55;1;0
MF214414-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF214414;027-B - +0.5 mm pour le chevauchement;Banderole ronde pot;268,86;70,55;1;1
MF214414-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF214414;027-B - +0.5 mm pour le chevauchement;Banderole ronde pot;268,86;70,55;0;0
MF214414-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF214414;027-B - +0.5 mm pour le chevauchement;Banderole ronde pot;268,86;70,55;0;1
MF214427-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214427;LABEL TAMPA QUEIJO FRESCAL;Deksel rechthoekig;102,88;78,52;1;0
MF214427-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214427;LABEL TAMPA QUEIJO FRESCAL;Deksel rechthoekig;102,88;78,52;1;1
MF214427-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214427;LABEL TAMPA QUEIJO FRESCAL;Deksel rechthoekig;102,88;78,52;0;0
MF214427-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF214427;LABEL TAMPA QUEIJO FRESCAL;Deksel rechthoekig;102,88;78,52;0;1
MF214433-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;29;MF214433;Al Marai 200g BFC - Version V02-A;Banderole diverse;255,65;58,36;1;0
MF214433-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF214433;Al Marai 200g BFC - Version V02-A;Banderole diverse;255,65;58,36;1;1
MF214433-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION1;31;MF214433;Al Marai 200g BFC - Version V02-A;Banderole diverse;255,65;58,36;0;0
MF214433-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;27;MF214433;Al Marai 200g BFC - Version V02-A;Banderole diverse;255,65;58,36;0;1
MF214456-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214456;SDB9090-350 WRAP;Banderole rechthoekige pot;300,75;58,05;1;0
MF214456-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214456;SDB9090-350 WRAP;Banderole rechthoekige pot;300,75;58,05;1;1
MF214456-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214456;SDB9090-350 WRAP;Banderole rechthoekige pot;300,75;58,05;0;0
MF214456-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF214456;SDB9090-350 WRAP;Banderole rechthoekige pot;300,75;58,05;0;1
MF214457-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214457;SDB9090-350 DEKSEL;Deksel rechthoekig;70,84;70,84;1;0
MF214457-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214457;SDB9090-350 DEKSEL;Deksel rechthoekig;70,84;70,84;1;1
MF214457-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214457;SDB9090-350 DEKSEL;Deksel rechthoekig;70,84;70,84;0;0
MF214457-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;2;MF214457;SDB9090-350 DEKSEL;Deksel rechthoekig;70,84;70,84;0;1
MF214512-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214512;Lid D153  - Rect Euro Lid;Deksel rechthoekig;129,57;78,27;1;0
MF214512-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214512;Lid D153  - Rect Euro Lid;Deksel rechthoekig;129,57;78,27;1;1
MF214512-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214512;Lid D153  - Rect Euro Lid;Deksel rechthoekig;129,57;78,27;0;0
MF214512-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF214512;Lid D153  - Rect Euro Lid;Deksel rechthoekig;129,57;78,27;0;1
MF214517-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF214517;LABEL 5921 SPECIAL PRODUCTS;Banderole ronde pot;182,3;63,8;1;0
MF214517-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF214517;LABEL 5921 SPECIAL PRODUCTS;Banderole ronde pot;182,3;63,8;1;1
MF214517-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF214517;LABEL 5921 SPECIAL PRODUCTS;Banderole ronde pot;182,3;63,8;0;0
MF214517-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF214517;LABEL 5921 SPECIAL PRODUCTS;Banderole ronde pot;182,3;63,8;0;1
MF220018-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF220018;Dragsbak 250g;Deksel rechthoekig;129,8;80,9;1;0
MF220018-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF220018;Dragsbak 250g;Deksel rechthoekig;129,8;80,9;1;1
MF220018-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF220018;Dragsbak 250g;Deksel rechthoekig;129,8;80,9;0;0
MF220018-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;5;MF220018;Dragsbak 250g;Deksel rechthoekig;129,8;80,9;0;1
MF220019-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;16;MF220019;850 ml oval Ice Cream lid-A120086;Deksel ovaal;188,65;122;1;0
MF220019-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF220019;850 ml oval Ice Cream lid-A120086;Deksel ovaal;188,65;122;1;1
MF220019-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION2;18;MF220019;850 ml oval Ice Cream lid-A120086;Deksel ovaal;188,65;122;0;0
MF220019-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;11;MF220019;850 ml oval Ice Cream lid-A120086;Deksel ovaal;188,65;122;0;1
MF220020-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;23;MF220020;850 ml oval Ice Cream container-A120085;Driezijdig;215,4;148,53;1;0
MF220020-Difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF220020;850 ml oval Ice Cream container-A120085;Driezijdig;215,4;148,53;1;1
MF220020-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANS_VISION1;25;MF220020;850 ml oval Ice Cream container-A120085;Driezijdig;215,4;148,53;0;0
MF220020-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANS_MERCO;21;MF220020;850 ml oval Ice Cream container-A120085;Driezijdig;215,4;148,53;0;1
MF220021-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;9;MF220021;Tub 250g D133;Vijfzijdig margarine;180,54;141,32;1;0
MF220021-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF220021;Tub 250g D133;Vijfzijdig margarine;180,54;141,32;1;1
MF220021-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;9;MF220021;Tub 250g D133;Vijfzijdig margarine;180,54;141,32;0;0
MF220021-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF220021;Tub 250g D133;Vijfzijdig margarine;180,54;141,32;0;1
MF220022-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;9;MF220022;Tub 250g D153;Vijfzijdig margarine;181,11;130,31;1;0
MF220022-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF220022;Tub 250g D153;Vijfzijdig margarine;181,11;130,31;1;1
MF220022-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;9;MF220022;Tub 250g D153;Vijfzijdig margarine;181,11;130,31;0;0
MF220022-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF220022;Tub 250g D153;Vijfzijdig margarine;181,11;130,31;0;1
MF220027-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220027;TUB 1L 0467SH;Banderole diverse;378,35;105,42;1;0
MF220027-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220027;TUB 1L 0467SH;Banderole diverse;378,35;105,42;1;1
MF220027-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220027;TUB 1L 0467SH;Banderole diverse;378,35;105,42;0;0
MF220027-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220027;TUB 1L 0467SH;Banderole diverse;378,35;105,42;0;1
MF220034-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF220034;Apetito Bottom / Label 3 LID  PTI Europe / JETB 155 boden;Deksel rond;53;53;1;0
MF220034-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF220034;Apetito Bottom / Label 3 LID  PTI Europe / JETB 155 boden;Deksel rond;53;53;1;1
MF220034-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF220034;Apetito Bottom / Label 3 LID  PTI Europe / JETB 155 boden;Deksel rond;53;53;0;0
MF220034-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;1;MF220034;Apetito Bottom / Label 3 LID  PTI Europe / JETB 155 boden;Deksel rond;53;53;0;1
MF220037-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220037;A110046 - 800ml container BR08;Banderole ronde pot;373,13;80,87;1;0
MF220037-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220037;A110046 - 800ml container BR08;Banderole ronde pot;373,13;80,87;1;1
MF220037-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220037;A110046 - 800ml container BR08;Banderole ronde pot;373,13;80,87;0;0
MF220037-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220037;A110046 - 800ml container BR08;Banderole ronde pot;373,13;80,87;0;1
MF220080-Difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF220080;PLA 1018 - Couvercle ISLA MONDIAL;Deksel rechthoekig;117;64;1;0
MF220080-Difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF220080;PLA 1018 - Couvercle ISLA MONDIAL;Deksel rechthoekig;117;64;1;1
MF220080-NOT difficult artwork-NOT Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF220080;PLA 1018 - Couvercle ISLA MONDIAL;Deksel rechthoekig;117;64;0;0
MF220080-NOT difficult artwork-Transparent;1 of 2;Stansen;G_STANSSTRAAT;3;MF220080;PLA 1018 - Couvercle ISLA MONDIAL;Deksel rechthoekig;117;64;0;1
MF220081-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;9;MF220081;PLA 377 - Jupe ISLA MONDIAL;Vijfzijdig margarine;164,02;117;1;0
MF220081-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF220081;PLA 377 - Jupe ISLA MONDIAL;Vijfzijdig margarine;164,02;117;1;1
MF220081-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_VISION2;9;MF220081;PLA 377 - Jupe ISLA MONDIAL;Vijfzijdig margarine;164,02;117;0;0
MF220081-NOT difficult artwork-Transparent;moet met 2;Stansen;G_STANS_VISION2;7;MF220081;PLA 377 - Jupe ISLA MONDIAL;Vijfzijdig margarine;164,02;117;0;1
MF220082-Difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220082;8596 Wraparound;Banderole ronde pot;306,5;91,9;1;0
MF220082-Difficult artwork-Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220082;8596 Wraparound;Banderole ronde pot;306,5;91,9;1;1
MF220082-NOT difficult artwork-NOT Transparent;moet met 2;Stansen;G_STANS_MERCO;33;MF220082;8596 Wraparound;Banderole ronde pot;306,5;91,9;0;0
